ID,Delivery_person_ID,Order_Date,Time_Orderd,Road_traffic_density,Type_of_order
0xa4f,PUNERES09DEL03,12/3/2022,18:35,3,3
0x95aa,BANGRES010DEL02,16-03-2022,22:20,2,0
0xd060,KOLRES05DEL02,18-02-2022,17:15,3,1
0x17e3,INDORES05DEL03,1/4/2022,18:45,3,2
0xe19a,ALHRES08DEL01,11/2/2022,10:25,2,0
0x79aa,PUNERES07DEL03,24-03-2022,20:25,1,2
0x752e,MYSRES05DEL02,19-03-2022,20:55,1,2
0xad17,INDORES04DEL02,27-03-2022,17:10,3,3
0x33d2,HYDRES010DEL02,13-03-2022,22:40,2,1
0x8a08,HYDRES07DEL02,16-03-2022,1,2,1
0x1f09,CHENRES010DEL01,20-03-2022,18:20,3,1
0xa8c9,JAPRES08DEL01,25-03-2022,18:35,3,2
0xde6b,KNPRES04DEL02,18-02-2022,0.958333333,2,2
0x8d81,INDORES010DEL02,5/3/2022,23:30,2,3
0xc82f,LUDHRES16DEL01,14-02-2022,21:35,1,3
0x1332,SURRES16DEL03,30-03-2022,20:20,1,3
0x3461,INDORES02DEL01,1/4/2022,12:20,0,1
0xca21,KOCRES12DEL03,11/2/2022,23:20,2,0
0xe0f6,DEHRES17DEL02,18-02-2022,22:10,2,1
0x63fb,BANGRES11DEL03,28-03-2022,17:45,3,1
0x7fe9,SURRES18DEL01,3/4/2022,8:30,2,1
0x6587,CHENRES05DEL02,28-03-2022,10:55,2,2
0xac70,SURRES11DEL03,13-03-2022,21:50,1,0
0xc1ee,AGRRES07DEL02,18-02-2022,17:50,3,2
0x7549,CHENRES20DEL01,3/3/2022,0.458333333,2,0
0x3c43,RANCHIRES04DEL01,9/3/2022,10:25,2,0
0x65a8,INDORES01DEL01,20-03-2022,22:10,2,3
0xb12c,COIMBRES04DEL02,21-03-2022,8:25,2,2
0x2e1b,INDORES19DEL03,14-03-2022,17:30,3,2
0x7fc9,SURRES15DEL02,4/3/2022,21:20,1,0
0xa28d,MUMRES14DEL02,19-03-2022,9:50,2,1
0xcb83,BHPRES01DEL03,13-02-2022,22:20,2,1
0xd753,AGRRES13DEL03,17-02-2022,22:25,2,2
0x7bd5,JAPRES13DEL03,18-03-2022,20:40,1,0
0x8b4d,COIMBRES12DEL03,24-03-2022,18:10,3,2
0x986c,PUNERES19DEL01,5/4/2022,8:35,2,2
0x2e6b,INDORES16DEL01,2/4/2022,19:25,1,1
0x49af,RANCHIRES20DEL03,10/3/2022,18:25,3,2
0x63d1,MYSRES13DEL01,4/3/2022,17:15,3,2
0x860f,MUMRES13DEL01,2/3/2022,23:25,2,3
0x801d,HYDRES20DEL02,4/4/2022,0.75,3,2
0x8d93,MYSRES06DEL03,11/3/2022,18:10,3,3
0x86cc,RANCHIRES12DEL02,25-03-2022,22:10,2,3
0xc46e,AGRRES19DEL01,14-02-2022,19:40,1,3
0x2127,COIMBRES13DEL01,6/4/2022,23:55,2,3
0x505e,MYSRES18DEL01,24-03-2022,9:20,2,1
0x2747,MUMRES14DEL03,3/4/2022,18:20,3,1
0xc414,BHPRES20DEL02,13-02-2022,9:55,2,1
0x3bd9,BANGRES08DEL02,8/3/2022,17:25,3,0
0xb390,RANCHIRES03DEL02,8/3/2022,19:20,1,1
0xb85b,HYDRES07DEL02,10/3/2022,21:30,1,0
0xa628,MUMRES01DEL03,10/3/2022,18:45,3,3
0x1733,PUNERES17DEL03,29-03-2022,19:35,1,2
0xc331,KNPRES11DEL03,17-02-2022,21:35,1,2
0x65f0,BANGRES14DEL03,1/3/2022,19:30,1,2
0x9699,COIMBRES19DEL02,29-03-2022,21:10,1,2
0x53be,MYSRES17DEL02,14-03-2022,23:20,2,1
0x3c29,MUMRES16DEL01,28-03-2022,14:10,0,3
0x7a3d,MYSRES05DEL03,12/3/2022,20:50,1,2
0xcd7c,GOARES11DEL02,13-02-2022,9:10,2,2
0x9c58,BANGRES20DEL02,19-03-2022,18:30,3,2
0xccd9,BHPRES03DEL03,12/2/2022,22:20,2,3
0x7e19,CHENRES11DEL03,18-03-2022,22:40,2,2
0xaec0,COIMBRES14DEL01,25-03-2022,0.791666667,3,3
0x703a,JAPRES15DEL02,17-03-2022,9:35,2,0
0xaa35,PUNERES16DEL02,27-03-2022,18:35,3,0
0x712c,JAPRES13DEL01,3/3/2022,14:10,0,1
0x2ae1,MYSRES19DEL03,2/4/2022,20:50,1,1
0x10ef,JAPRES20DEL01,2/3/2022,20:40,1,2
0x4c61,VADRES20DEL03,3/3/2022,0.75,3,1
0xb127,INDORES08DEL01,17-03-2022,14:30,0,3
0x2177,HYDRES19DEL02,11/3/2022,22:35,2,3
0x3685,MYSRES06DEL01,6/4/2022,19:20,1,1
0xa36c,BANGRES04DEL03,3/3/2022,21:50,1,2
0xd193,KOCRES04DEL01,12/2/2022,18:40,3,3
0x789b,RANCHIRES15DEL01,13-03-2022,0.416666667,2,0
0x5f45,SURRES20DEL02,31-03-2022,23:45,2,0
0x970f,COIMBRES01DEL01,4/4/2022,18:30,3,0
0x3f66,PUNERES20DEL01,5/3/2022,8:45,2,0
0xa8ba,SURRES11DEL03,15-03-2022,20:45,1,3
0x9e68,VADRES03DEL01,29-03-2022,19:50,1,3
0x3fc5,MYSRES16DEL03,9/3/2022,21:35,1,1
0x3c8b,RANCHIRES01DEL01,18-03-2022,17:15,3,1
0x37a3,VADRES010DEL01,16-03-2022,18:30,3,3
0x542e,SURRES010DEL01,12/3/2022,20:55,1,3
0xe09d,DEHRES20DEL03,12/2/2022,19:35,1,2
0x6d93,INDORES09DEL01,1/3/2022,11:35,0,3
0x6f16,MUMRES06DEL03,26-03-2022,19:20,1,2
0xb468,VADRES11DEL01,6/4/2022,19:15,1,0
0x6bae,INDORES13DEL03,15-03-2022,22:55,2,1
0xc586,DEHRES09DEL02,11/2/2022,20:40,1,3
0xd9a3,AURGRES06DEL01,13-02-2022,13:30,0,1
0x7970,RANCHIRES11DEL02,8/3/2022,19:40,1,0
0xb1d6,MUMRES12DEL01,10/3/2022,0.916666667,1,3
0x6144,PUNERES11DEL02,9/3/2022,11:45,0,3
0x6027,PUNERES06DEL01,26-03-2022,9:30,2,0
0x7e8b,BANGRES14DEL03,13-03-2022,18:55,3,3
0x8c7f,RANCHIRES06DEL01,1/4/2022,9:10,2,1
0xcfc,SURRES07DEL03,19-03-2022,21:10,1,3
0xe1f4,KNPRES06DEL01,18-02-2022,0.75,3,2
0x45e1,BANGRES18DEL02,3/4/2022,22:25,2,1
0x4aa7,PUNERES12DEL02,4/4/2022,19:10,1,1
0xb114,BANGRES18DEL01,20-03-2022,18:20,3,0
0x547e,VADRES09DEL03,7/3/2022,21:20,1,1
0x934b,BANGRES03DEL02,3/3/2022,8:55,2,3
0x45b9,MUMRES010DEL03,2/4/2022,17:45,3,0
0x365b,INDORES11DEL02,2/3/2022,23:50,2,3
0xd095,LUDHRES14DEL01,15-02-2022,13:50,0,3
0x768,MUMRES13DEL02,29-03-2022,21:30,1,0
0x2178,MUMRES04DEL03,3/3/2022,20:30,1,1
0xf6d,SURRES010DEL01,31-03-2022,23:10,2,0
0xde0c,GOARES01DEL02,18-02-2022,23:45,2,3
0x771e,COIMBRES14DEL02,6/3/2022,21:10,1,1
0x1196,HYDRES010DEL02,4/3/2022,22:20,2,1
0x268e,VADRES17DEL02,29-03-2022,0.75,3,0
0x97a8,SURRES03DEL01,14-03-2022,19:10,1,1
0x81c2,INDORES07DEL02,3/3/2022,11:55,0,1
0x835e,COIMBRES010DEL02,2/4/2022,22:20,2,1
0x6c1a,MUMRES04DEL01,14-03-2022,19:40,1,3
0xe20,MYSRES08DEL03,7/3/2022,21:20,1,1
0xc868,AGRRES11DEL02,18-02-2022,21:50,1,1
0x9787,VADRES010DEL01,20-03-2022,18:15,3,0
0x7772,BANGRES19DEL01,26-03-2022,8:15,2,0
0xfff,PUNERES04DEL01,16-03-2022,0.833333333,1,2
0x56df,VADRES14DEL02,1/4/2022,11:15,0,1
0x25cb,JAPRES04DEL03,15-03-2022,18:25,3,0
0x831c,COIMBRES08DEL03,21-03-2022,22:10,2,3
0x5d5e,VADRES01DEL01,29-03-2022,20:55,1,0
0x7aae,PUNERES08DEL02,9/3/2022,23:55,2,2
0x3944,PUNERES11DEL02,28-03-2022,10:30,2,0
0x9652,COIMBRES12DEL01,4/3/2022,23:45,2,3
0xba71,HYDRES09DEL03,26-03-2022,21:30,1,0
0xf78,VADRES05DEL03,17-03-2022,23:40,2,3
0x67d4,MUMRES13DEL03,10/3/2022,17:10,3,1
0x77ff,JAPRES02DEL01,2/4/2022,20:15,1,3
0x2514,SURRES06DEL02,4/3/2022,17:30,3,0
0xf3b,PUNERES04DEL02,2/3/2022,18:45,3,1
0x282c,JAPRES07DEL01,1/3/2022,11:55,0,2
0x8223,VADRES07DEL03,26-03-2022,22:35,2,3
0x7b5a,JAPRES12DEL03,18-03-2022,20:25,1,1
0xdf35,LUDHRES01DEL01,18-02-2022,17:50,3,1
0x28d4,INDORES02DEL02,16-03-2022,19:15,1,2
0x3285,BANGRES11DEL03,16-03-2022,23:10,2,2
0xac58,VADRES20DEL02,13-03-2022,20:50,1,1
0x30d4,JAPRES03DEL02,26-03-2022,8:10,2,2
0x74e2,COIMBRES16DEL01,19-03-2022,15:30,3,2
0xb4cc,RANCHIRES14DEL02,19-03-2022,9:15,2,3
0x829b,CHENRES20DEL03,25-03-2022,17:20,3,3
0x8238,SURRES010DEL01,3/3/2022,8:30,2,2
0xb3fe,INDORES17DEL01,13-03-2022,14:45,0,2
0x6fab,PUNERES06DEL03,30-03-2022,22:20,2,1
0x70ac,SURRES01DEL03,10/3/2022,21:15,1,1
0xbe7b,SURRES02DEL03,13-03-2022,20:20,1,1
0x16cc,INDORES16DEL03,29-03-2022,23:45,2,2
0x51b1,COIMBRES13DEL02,26-03-2022,11:35,0,1
0xa9d3,RANCHIRES07DEL01,31-03-2022,19:25,1,2
0xa08f,MUMRES010DEL02,5/3/2022,18:45,3,1
0x8854,MYSRES12DEL03,7/3/2022,17:15,3,1
0xaa05,JAPRES19DEL01,31-03-2022,19:20,1,1
0x5f50,INDORES03DEL01,21-03-2022,0.666666667,3,3
0x5a50,PUNERES20DEL02,1/3/2022,23:50,2,2
0xe0a2,LUDHRES18DEL01,11/2/2022,15:35,3,1
0x2f09,PUNERES19DEL03,18-03-2022,22:35,2,1
0xbcd7,SURRES18DEL02,20-03-2022,17:45,3,3
0x5718,JAPRES05DEL03,17-03-2022,18:40,3,2
0x90eb,MYSRES19DEL03,13-03-2022,17:40,3,2
0xd004,GOARES06DEL02,17-02-2022,0.833333333,1,3
0xbf6f,BHPRES06DEL03,13-02-2022,20:10,1,1
0x6e47,MYSRES14DEL02,5/4/2022,11:45,0,0
0xa149,MYSRES03DEL02,1/3/2022,22:20,2,0
0x5bcc,MYSRES09DEL02,17-03-2022,11:45,0,0
0x8fae,MUMRES03DEL02,8/3/2022,17:10,3,3
0x1296,HYDRES05DEL02,4/4/2022,17:25,3,0
0xaf26,BANGRES16DEL03,6/3/2022,17:30,3,1
0xc654,ALHRES02DEL02,16-02-2022,17:20,3,0
0xd013,KOCRES12DEL02,15-02-2022,9:35,2,2
0x13a8,COIMBRES13DEL02,20-03-2022,1,2,1
0xbe8d,MYSRES09DEL03,15-03-2022,21:40,1,1
0x2b43,MYSRES010DEL03,5/4/2022,18:25,3,1
0x5972,MYSRES04DEL03,1/4/2022,19:55,1,2
0xa7d8,HYDRES03DEL01,21-03-2022,11:35,0,1
0x805,JAPRES03DEL01,10/3/2022,17:35,3,2
0x85a3,COIMBRES18DEL02,17-03-2022,20:50,1,2
0xc341,LUDHRES19DEL03,18-02-2022,19:35,1,2
0x3ce1,COIMBRES18DEL03,17-03-2022,23:20,2,1
0x5ed0,BANGRES14DEL01,2/3/2022,22:10,2,3
0x2080,CHENRES02DEL02,6/4/2022,21:40,1,0
0x7fb6,JAPRES11DEL03,7/3/2022,18:10,3,2
0x59f9,VADRES08DEL01,6/4/2022,20:20,1,2
0xa506,MYSRES04DEL03,13-03-2022,23:55,2,3
0x531f,RANCHIRES03DEL02,26-03-2022,0.958333333,2,0
0xbdeb,INDORES04DEL02,20-03-2022,19:10,1,1
0x1491,MYSRES04DEL03,27-03-2022,18:30,3,2
0x6009,VADRES14DEL03,6/3/2022,20:25,1,3
0xbfc2,KNPRES18DEL03,12/2/2022,21:15,1,1
0x3758,VADRES010DEL03,19-03-2022,22:55,2,0
0xaccb,INDORES09DEL02,23-03-2022,18:10,3,3
0x8025,INDORES08DEL03,26-03-2022,21:25,1,1
0x52f5,CHENRES08DEL01,23-03-2022,19:45,1,2
0xa92b,PUNERES14DEL02,23-03-2022,19:30,1,3
0x8bcd,CHENRES19DEL02,17-03-2022,9:55,2,1
0x38d8,COIMBRES02DEL02,26-03-2022,0.958333333,2,2
0xc1e6,AURGRES13DEL02,14-02-2022,21:45,1,0
0xac2f,MYSRES01DEL03,18-03-2022,18:40,3,0
0x5a38,COIMBRES07DEL01,19-03-2022,0.416666667,2,2
0x7288,JAPRES02DEL02,11/3/2022,8:55,2,1
0x7ae8,MUMRES13DEL01,11/3/2022,13:20,0,0
0x2f79,BANGRES05DEL01,7/3/2022,0.375,2,2
0xa00f,SURRES11DEL02,31-03-2022,17:45,3,1
0x4711,PUNERES11DEL01,9/3/2022,11:30,0,0
0xdaf9,BHPRES20DEL01,12/2/2022,22:45,2,1
0x3421,JAPRES12DEL02,20-03-2022,22:40,2,3
0xbbe0,JAPRES19DEL01,4/3/2022,17:25,3,0
0x9b87,BANGRES17DEL02,3/4/2022,10:10,2,2
0x42d7,RANCHIRES02DEL03,17-03-2022,20:45,1,2
0x2312,MUMRES15DEL03,1/3/2022,20:35,1,3
0x5654,COIMBRES20DEL01,27-03-2022,17:35,3,0
0xb9b2,PUNERES06DEL01,19-03-2022,11:35,0,3
0xc07a,KNPRES19DEL01,18-02-2022,20:50,1,2
0xa531,HYDRES14DEL02,5/3/2022,22:45,2,1
0x1c4f,VADRES14DEL01,26-03-2022,13:35,0,1
0x438d,SURRES08DEL03,1/3/2022,18:30,3,3
0x2786,RANCHIRES20DEL03,3/3/2022,23:40,2,1
0x9cb,BANGRES03DEL01,30-03-2022,11:30,0,0
0x201c,VADRES12DEL03,14-03-2022,21:40,1,1
0xa7d7,JAPRES14DEL02,4/3/2022,21:45,1,3
0x7a06,JAPRES05DEL01,6/3/2022,22:45,2,0
0x6a27,MUMRES13DEL01,1/4/2022,13:15,0,0
0x2011,CHENRES010DEL01,18-03-2022,18:20,3,2
0x1cac,MUMRES19DEL02,9/3/2022,19:15,1,2
0x8208,JAPRES07DEL03,23-03-2022,23:55,2,1
0xa52f,COIMBRES01DEL01,8/3/2022,17:25,3,1
0x2759,SURRES09DEL01,5/3/2022,11:20,0,3
0xcbe7,KNPRES01DEL03,11/2/2022,21:45,1,3
0x5d30,JAPRES15DEL03,4/4/2022,21:15,1,3
0x6c7e,RANCHIRES14DEL03,3/3/2022,17:20,3,0
0xcee9,AGRRES05DEL01,17-02-2022,0.375,2,1
0x1d2c,HYDRES19DEL03,28-03-2022,21:35,1,0
0x525b,PUNERES08DEL02,3/4/2022,22:20,2,1
0x5c38,MUMRES18DEL02,11/3/2022,23:10,2,3
0x91e3,PUNERES04DEL02,6/4/2022,23:30,2,1
0x33d5,MUMRES08DEL01,7/3/2022,0.708333333,3,3
0xb02f,MYSRES07DEL03,28-03-2022,22:50,2,2
0x9d14,RANCHIRES17DEL02,13-03-2022,17:30,3,2
0x1e63,SURRES08DEL03,21-03-2022,18:15,3,2
0x19e3,SURRES14DEL01,28-03-2022,13:50,0,2
0x8057,CHENRES06DEL02,4/3/2022,18:35,3,3
0x658a,JAPRES15DEL02,4/4/2022,22:30,2,0
0x1ee8,RANCHIRES09DEL02,29-03-2022,23:45,2,1
0x4157,COIMBRES18DEL01,31-03-2022,23:30,2,3
0x43cc,COIMBRES20DEL01,26-03-2022,12:10,0,3
0x9e76,MUMRES04DEL03,6/4/2022,17:30,3,3
0x5aeb,VADRES15DEL03,26-03-2022,22:20,2,1
0xbf61,BHPRES15DEL01,13-02-2022,9:25,2,2
0xd434,LUDHRES06DEL03,17-02-2022,19:25,1,2
0xbdf9,INDORES05DEL03,28-03-2022,23:50,2,1
0x142a,PUNERES05DEL01,26-03-2022,13:15,0,0
0x1471,MYSRES16DEL01,13-03-2022,9:45,2,3
0x9549,PUNERES05DEL01,27-03-2022,19:25,1,3
0x4aea,HYDRES16DEL01,25-03-2022,23:35,2,1
0x903e,MYSRES12DEL02,2/4/2022,18:50,3,3
0x8338,SURRES06DEL01,5/4/2022,12:55,0,1
0x7a8b,RANCHIRES11DEL01,23-03-2022,1,2,3
0x711d,BANGRES17DEL03,7/3/2022,18:20,3,1
0x6442,CHENRES05DEL02,23-03-2022,19:35,1,0
0x9bdb,RANCHIRES13DEL03,28-03-2022,17:40,3,0
0x2f25,INDORES12DEL03,3/3/2022,0.958333333,2,2
0x2750,MUMRES11DEL02,10/3/2022,19:35,1,0
0x4f81,CHENRES11DEL02,5/3/2022,9:20,2,1
0x791b,INDORES17DEL03,28-03-2022,22:10,2,3
0x8541,HYDRES17DEL01,5/4/2022,12:30,0,1
0x8e84,MUMRES17DEL01,6/4/2022,22:10,2,0
0xcc77,AURGRES06DEL02,14-02-2022,1,2,0
0x3935,JAPRES14DEL01,4/4/2022,20:50,1,0
0xa302,PUNERES010DEL02,3/3/2022,17:20,3,2
0x8402,JAPRES09DEL03,13-03-2022,18:45,3,1
0xa372,COIMBRES09DEL02,29-03-2022,20:50,1,0
0x8a89,VADRES09DEL01,23-03-2022,17:10,3,3
0xda6,JAPRES12DEL01,1/3/2022,10:55,2,0
0x9170,MYSRES02DEL02,9/3/2022,0.458333333,2,1
0xa0cd,MYSRES03DEL01,3/3/2022,14:30,0,2
0x90f,JAPRES20DEL01,30-03-2022,12:10,0,2
0xa567,COIMBRES010DEL01,6/3/2022,18:45,3,3
0xe23d,AGRRES04DEL01,11/2/2022,15:10,3,0
0xae74,COIMBRES010DEL01,16-03-2022,18:20,3,0
0xa407,MYSRES010DEL01,2/4/2022,18:10,3,2
0xc47b,LUDHRES12DEL01,16-02-2022,17:30,3,0
0x80e1,COIMBRES09DEL01,25-03-2022,19:45,1,2
0xdf84,KNPRES13DEL02,13-02-2022,10:55,2,2
0x3502,CHENRES18DEL01,31-03-2022,22:30,2,0
0xd762,KNPRES20DEL03,17-02-2022,19:10,1,2
0x8613,RANCHIRES08DEL02,1/3/2022,20:35,1,0
0x6689,COIMBRES01DEL01,5/4/2022,10:10,2,2
0xb57a,HYDRES20DEL02,10/3/2022,19:15,1,3
0x444b,CHENRES17DEL02,13-03-2022,9:50,2,3
0xc24b,KOLRES17DEL01,11/2/2022,13:15,0,1
0x63e9,MYSRES010DEL01,24-03-2022,16:40,3,1
0xa6c8,HYDRES15DEL03,13-03-2022,17:50,3,3
0x44cc,HYDRES14DEL02,15-03-2022,11:20,0,2
0xe06d,AURGRES17DEL03,13-02-2022,22:55,2,0
0x8052,SURRES04DEL03,31-03-2022,22:10,2,0
0xab08,MUMRES20DEL03,13-03-2022,23:10,2,0
0x4bc7,MUMRES13DEL02,15-03-2022,0.75,3,1
0x397d,BANGRES02DEL02,23-03-2022,21:50,1,2
0xb671,SURRES01DEL02,16-03-2022,18:35,3,1
0x3c47,COIMBRES08DEL03,19-03-2022,20:40,1,3
0x42d2,COIMBRES05DEL03,1/3/2022,0.958333333,2,1
0x27f8,PUNERES01DEL02,30-03-2022,10:50,2,3
0x404a,MYSRES02DEL01,2/4/2022,18:45,3,1
0x706a,BANGRES18DEL03,3/4/2022,0.875,1,2
0x84d8,VADRES17DEL03,18-03-2022,19:20,1,0
0x641f,MYSRES06DEL02,3/3/2022,8:50,2,0
0xa595,CHENRES12DEL02,30-03-2022,10:55,2,1
0xa544,RANCHIRES03DEL03,6/3/2022,19:15,1,0
0xc43d,DEHRES15DEL02,17-02-2022,18:30,3,1
0xb18e,CHENRES12DEL01,26-03-2022,11:45,0,0
0xe094,BHPRES12DEL02,14-02-2022,22:15,2,2
0x9665,VADRES17DEL02,4/4/2022,18:30,3,2
0x80de,PUNERES15DEL02,21-03-2022,22:30,2,3
0xadf3,HYDRES17DEL02,2/4/2022,23:35,2,1
0xb63b,JAPRES20DEL01,9/3/2022,13:40,0,2
0x4977,MUMRES01DEL03,5/3/2022,19:20,1,0
0x8d4d,HYDRES15DEL02,31-03-2022,22:55,2,0
0x5724,RANCHIRES05DEL02,3/3/2022,0.416666667,2,3
0xad03,PUNERES01DEL01,25-03-2022,22:20,2,2
0x414f,INDORES11DEL01,1/4/2022,13:30,0,2
0xb158,INDORES09DEL01,18-03-2022,20:55,1,3
0xba98,MUMRES12DEL02,14-03-2022,21:55,1,2
0xaf94,CHENRES03DEL03,3/4/2022,20:15,1,1
0x6ef6,JAPRES03DEL03,7/3/2022,18:35,3,2
0xa8c8,COIMBRES08DEL02,9/3/2022,19:30,1,0
0x80af,PUNERES03DEL01,24-03-2022,8:25,2,3
0x7d6c,BANGRES01DEL01,1/3/2022,14:40,0,0
0x19ed,HYDRES08DEL01,20-03-2022,0.833333333,1,1
0xa782,HYDRES14DEL02,13-03-2022,17:15,3,2
0xb850,PUNERES11DEL03,28-03-2022,0.875,1,1
0x6581,JAPRES08DEL02,23-03-2022,23:35,2,3
0x346f,BANGRES05DEL02,19-03-2022,9:45,2,0
0x4a33,JAPRES17DEL02,7/3/2022,20:55,1,3
0x4d53,MYSRES08DEL01,8/3/2022,21:55,1,1
0x95a9,MYSRES19DEL01,24-03-2022,10:40,2,3
0x89fd,MUMRES010DEL02,12/3/2022,19:15,1,3
0x4a8b,MUMRES16DEL02,3/4/2022,9:10,2,0
0xcc6a,DEHRES18DEL03,13-02-2022,18:10,3,0
0x3e4a,PUNERES09DEL02,24-03-2022,20:30,1,0
0x5390,COIMBRES11DEL03,28-03-2022,22:10,2,1
0xa1e,MUMRES11DEL03,24-03-2022,20:10,1,0
0x80c3,PUNERES06DEL01,30-03-2022,13:25,0,3
0x7810,PUNERES010DEL01,2/4/2022,17:25,3,3
0x9e3e,JAPRES19DEL01,6/3/2022,21:45,1,3
0x26f2,BANGRES12DEL02,2/4/2022,17:40,3,2
0x7bc6,CHENRES06DEL01,10/3/2022,22:40,2,1
0xa005,CHENRES07DEL03,9/3/2022,19:25,1,1
0x72b7,MYSRES02DEL01,27-03-2022,19:35,1,1
0xbad2,COIMBRES03DEL01,30-03-2022,15:35,3,0
0x5f84,MYSRES17DEL01,7/3/2022,15:10,3,0
0x530d,SURRES20DEL02,2/3/2022,20:20,1,0
0x845f,RANCHIRES12DEL01,21-03-2022,8:55,2,3
0xc62f,AGRRES02DEL02,14-02-2022,18:30,3,1
0x1af0,CHENRES06DEL01,3/4/2022,12:50,0,3
0x5a71,VADRES05DEL03,5/3/2022,18:35,3,2
0xd0b8,LUDHRES16DEL03,12/2/2022,23:45,2,3
0x9e3a,CHENRES05DEL01,17-03-2022,10:10,2,2
0x1463,JAPRES07DEL01,26-03-2022,13:10,0,2
0x7735,MUMRES02DEL01,1/3/2022,13:30,0,2
0x7559,SURRES05DEL03,31-03-2022,18:25,3,2
0xa3de,PUNERES11DEL01,27-03-2022,21:10,1,1
0x79f1,JAPRES03DEL02,12/3/2022,0.791666667,3,3
0xf8c,MYSRES08DEL02,13-03-2022,11:45,0,0
0xb7f5,RANCHIRES010DEL01,5/4/2022,8:55,2,3
0x9d3d,MYSRES19DEL01,16-03-2022,0.958333333,2,0
0x1efd,COIMBRES01DEL02,8/3/2022,20:55,1,3
0x2fb0,INDORES08DEL01,4/3/2022,20:55,1,0
0x61c8,JAPRES08DEL02,19-03-2022,0.5,0,0
0x961d,INDORES05DEL02,5/4/2022,10:50,2,3
0x3731,SURRES14DEL03,5/3/2022,17:50,3,3
0x8051,MUMRES04DEL02,29-03-2022,18:10,3,3
0x4324,MYSRES09DEL03,31-03-2022,17:45,3,0
0xb5f1,JAPRES15DEL03,19-03-2022,19:35,1,0
0x83ee,CHENRES17DEL01,1/3/2022,0.666666667,3,3
0x16c4,VADRES14DEL03,23-03-2022,17:50,3,0
0xda46,GOARES06DEL01,14-02-2022,17:40,3,2
0xa96b,BANGRES05DEL01,1/4/2022,10:10,2,0
0xcb4d,KOCRES12DEL02,17-02-2022,11:40,0,2
0x4a15,JAPRES12DEL02,27-03-2022,21:15,1,1
0x2b0c,PUNERES14DEL01,29-03-2022,19:10,1,1
0x2a9c,CHENRES01DEL03,8/3/2022,18:35,3,2
0x60f6,JAPRES11DEL01,16-03-2022,21:30,1,0
0xf2d,INDORES06DEL01,4/4/2022,21:10,1,1
0xac59,VADRES08DEL01,12/3/2022,17:35,3,1
0x3bc7,RANCHIRES09DEL01,28-03-2022,14:40,0,0
0xd5ea,LUDHRES12DEL01,12/2/2022,23:45,2,1
0x4a69,CHENRES16DEL02,23-03-2022,18:45,3,2
0x9ecb,VADRES04DEL01,14-03-2022,20:15,1,3
0xdefa,AURGRES19DEL01,15-02-2022,9:35,2,3
0x93c1,MYSRES15DEL03,28-03-2022,23:15,2,2
0x57e6,CHENRES02DEL02,1/3/2022,8:25,2,0
0x8f64,MUMRES12DEL02,16-03-2022,21:15,1,1
0x7223,COIMBRES19DEL01,6/4/2022,17:55,3,0
0xdb67,GOARES07DEL02,18-02-2022,21:45,1,0
0x8fca,CHENRES19DEL01,18-03-2022,0.75,3,2
0x49ba,INDORES16DEL02,30-03-2022,8:25,2,0
0x2cc9,HYDRES05DEL02,12/3/2022,18:15,3,3
0x3fbe,COIMBRES12DEL03,27-03-2022,21:30,1,0
0x565d,VADRES07DEL03,14-03-2022,21:25,1,3
0x6ff5,MYSRES010DEL02,16-03-2022,18:40,3,3
0xae7,PUNERES15DEL02,4/4/2022,21:35,1,2
0x4c0a,RANCHIRES01DEL02,24-03-2022,11:30,0,0
0x5368,BANGRES19DEL02,27-03-2022,0.875,1,1
0xb3f3,VADRES20DEL02,7/3/2022,18:45,3,0
0xa259,MYSRES18DEL01,1/4/2022,15:35,3,0
0x606e,INDORES08DEL03,1/4/2022,23:25,2,1
0xd6f1,AURGRES11DEL02,17-02-2022,10:50,2,0
0x44ca,PUNERES06DEL02,29-03-2022,19:35,1,3
0x5db5,RANCHIRES17DEL01,27-03-2022,22:50,2,2
0x4b26,MYSRES02DEL03,17-03-2022,22:15,2,3
0x7094,HYDRES09DEL01,7/3/2022,15:20,3,2
0x7540,BANGRES16DEL01,6/4/2022,22:20,2,0
0x7723,RANCHIRES17DEL01,8/3/2022,21:10,1,1
0x3aca,INDORES02DEL01,19-03-2022,16:15,3,2
0x34af,RANCHIRES03DEL02,17-03-2022,21:50,1,3
0x61e0,PUNERES13DEL03,1/3/2022,18:20,3,2
0x7a43,INDORES14DEL03,3/4/2022,20:10,1,1
0x9d71,MYSRES04DEL02,8/3/2022,19:30,1,3
0x449b,HYDRES15DEL03,21-03-2022,23:40,2,2
0x555b,MUMRES16DEL02,29-03-2022,21:15,1,3
0x122d,COIMBRES03DEL02,2/4/2022,21:45,1,1
0x1cfa,MUMRES06DEL01,1/4/2022,12:15,0,1
0xe9e,BANGRES11DEL02,4/3/2022,20:40,1,3
0xb803,MUMRES05DEL03,9/3/2022,17:40,3,0
0xe142,DEHRES18DEL03,13-02-2022,22:15,2,3
0x263e,MUMRES16DEL02,1/4/2022,19:40,1,1
0x1563,BANGRES09DEL01,10/3/2022,0.75,3,3
0xbeba,JAPRES08DEL03,3/3/2022,0.958333333,2,2
0xc189,GOARES010DEL02,15-02-2022,19:30,1,0
0xa37b,COIMBRES03DEL02,29-03-2022,22:40,2,2
0x585b,MYSRES18DEL02,2/3/2022,22:25,2,2
